filem_name,tomatometerscore,audiencescore,reviews_numb,ratings_numb,rating,genre,language,director,producer,writer,release_date_theaters,release_date_streaming,box_office,runtime,distributor,aspect_ratio,actors
Spider-Man: Homecoming,92,87,394,"100,000+",PG-13 (Sci-Fi Action Violence|Brief Suggestive Comments|Some Language),"Action, Comedy, Adventure, Fantasy",English,Jon Watts,"Amy Pascal, Kevin Feige","Jonathan M. Goldstein, John Francis Daley, Jon Watts, Christopher Ford, Chris McKenna, Erik Sommers","Jul 7, 2017  Wide","Oct 17, 2017",$334.4M,2h 13m,Sony Pictures Entertainment,,"Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Jon Favreau,Gwyneth Paltrow,Zendaya,Donald Glover,Jacob Batalon,Laura Harrier,"
War for the Planet of the Apes,94,84,360,"50,000+",PG-13 (Sequences of Sci-Fi Violence|Action|Some Disturbing Images|Thematic Elements),"Action, Adventure, Sci-Fi",English,Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Matt Reeves, Mark Bomback","Jul 14, 2017  Wide","Oct 24, 2017",$146.8M,2h 22m,20th Century Fox,,"Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval,Terry Notary,Amiah Miller,Judy Greer,Max Lloyd-Jones,Devyn Dalton,Toby Kebbell,"
Wish Upon,19,31,94,"2,500+",PG-13 (Thematic Elements|Language|Violent and Disturbing Images),"Mystery & Thriller, Horror",English,John R. Leonetti,Sherryl Clark,Barbara Marshall,"Jul 14, 2017  Wide","Oct 10, 2017",$14.3M,1h 29m,Broad Green Pictures,,"Joey King,Ryan Phillippe,Lee Ki-hong,Mitchell Slaggert,Shannon Purser,Sydney Park,Elisabeth Röhm,Josephine Langford,Alexander Nunez,Daniela Barbosa,"
Dunkirk,92,81,461,"50,000+",PG-13 (Some Language|Intense War Experience),"Drama, History, War",English,Christopher Nolan,"Emma Thomas, Christopher Nolan",Christopher Nolan,"Jul 21, 2017  Wide","Dec 12, 2017",$188.0M,1h 47m,Warner Bros. Pictures,,"Fionn Whitehead,Tom Glynn-Carney,Jack Lowden,Harry Styles,Aneurin Barnard,James D'Arcy,Barry Keoghan,Kenneth Branagh,Cillian Murphy,Mark Rylance,"
Girls Trip,92,78,177,"10,000+",R (Crude and Sexual Content|Brief Graphic Nudity|Drug Material|Pervasive Language),Comedy,English,Malcolm D. Lee,"Will Packer, Malcolm D. Lee","Kenya Barris, Tracy Oliver","Jul 21, 2017  Wide","Sep 28, 2017",$115.1M,2h 2m,Universal Pictures,,"Regina Hall,Queen Latifah,Jada Pinkett Smith,Tiffany Haddish,Larenz Tate,Mike Colter,Kate Walsh,Kofi Siriboe,Lara Grice,Deborah Ayorinde,"
First Kill,15,24,20,500+,R (Violence and Language),"Action, Mystery & Thriller, Crime, Drama",English,Steven C. Miller,"Randall Emmett, George Furla, Mark Stewart",Nick Gordon,"Jul 21, 2017  Limited","Sep 5, 2017",,1h 37m,Lionsgate Premiere,,"Hayden Christensen,Bruce Willis,Gethin Anthony,Megan Leonard,Tyler Jon Olson,Shea Buckner,Ty Shelton,William DeMeo,Chelsea Mee,Steven C. Miller,"
Atomic Blonde,79,64,365,"25,000+",R (Sequences of Strong Violence|Language Throughout|Some Sexuality/Nudity),"Mystery & Thriller, Action, Lgbtq+",English,David Leitch,"Charlize Theron, A.J. Dix, Beth Kono, Kelly McCormick, Eric Gitter, Peter Schwerin",Kurt Johnstad,"Jul 28, 2017  Wide","Nov 14, 2017",$51.5M,1h 55m,Focus Features,,"Charlize Theron,James McAvoy,Eddie Marsan,John Goodman,Toby Jones,James Faulkner,Roland Møller,Sofia Boutella,Bill Skarsgård,Sam Hargrave,"
The Emoji Movie,7,37,134,"25,000+",PG (Rude Humor),"Animation, Kids & Family, Adventure, Comedy",English,Anthony Leondis,Michelle Raimo,"Anthony Leondis, Eric Siegel, Mike White","Jul 28, 2017  Wide","Oct 24, 2017",$86.1M,1h 26m,Sony Pictures Entertainment,,"T.J. Miller,James Corden,Anna Faris,Maya Rudolph,Steven Wright,Jennifer Coolidge,Patrick Stewart,Christina Aguilera,Sofía Vergara,Rachael Ray,"
An Inconvenient Sequel: Truth to Power,80,50,159,"5,000+",PG (Thematic Elements|Some Troubling Images),Documentary,English,"Bonni Cohen, Jon Shenk","Richard Berge, Diane Weyermann, Jeff Skoll",,"Aug 11, 2017  Wide","Oct 24, 2017",$3.5M,1h 40m,Paramount Pictures,,"Al Gore,Cory Booker,George W. Bush,Bill Clinton,Al Franken,Chris Hayes,Anne Hidalgo,François Hollande,Bonni Cohen,Jon Shenk,"
Detroit,82,79,304,"10,000+",R (Strong Violence|Pervasive Language),"Drama, Crime",English,Kathryn Bigelow,"Megan Ellison, Kathryn Bigelow, Matthew Budman, Mark Boal, Colin Wilson",Mark Boal,"Aug 4, 2017  Wide","Dec 12, 2017",$16.8M,2h 23m,Annapurna Pictures,,"John Boyega,Will Poulter,Algee Smith,Jacob Latimore,Jason Mitchell,Hannah Murray,Kaitlyn Dever,Jack Reynor,Ben O'Toole,Nathan Davis Jr.,"
Brigsby Bear,82,86,167,"2,500+",PG-13 (Drug Material|Brief Sexuality|Teen Partying|Thematic Elements),Comedy,English,Dave McCary,"Andy Samberg, Jorma Taccone, Akiva Schaffer, Will Allegra, Phil Lord, Chris Miller, Billy Rosenberg, P. Jennifer Dana, Al Di","Kevin Costello, Kyle Mooney","Jul 28, 2017  Limited","Nov 14, 2017",$532.6K,1h 37m,Sony Pictures Classics,,"Kyle Mooney,Greg Kinnear,Matt Walsh,Michaela Watkins,Mark Hamill,Ryan Simpkins,Jane Adams,Andy Samberg,Dave McCary,Kevin Costello,"
Menashe,96,64,118,"1,000+",PG (Thematic Elements),"Drama, Comedy",Yiddish,Joshua Z Weinstein,"Yoni Brook, Traci Carlson, Daniel Finkelman, Alex Lipschultz, Joshua Z Weinstein","Alex Lipschultz, Musa Syeed, Joshua Z Weinstein","Jul 28, 2017  Limited","Oct 10, 2017",$1.7M,1h 22m,A24,,"Menashe Lustig,Ruben Niborski,Yoel Weisshaus,Meyer Schwartz,Yoel Falkowitz,Mirka Hermoza Laznik,Abraham Bresky,Jorge Cea,Joshua Z Weinstein,Alex Lipschultz,"
The Dark Tower,16,45,276,"25,000+",PG-13 (Sequences of Gun Violence|Action|Thematic Material),"Fantasy, Adventure, Action",English,Nikolaj Arcel,"Akiva Goldsman, Brian Grazer, Ron Howard, Stephen King","Akiva Goldsman, Jeff Pinkner, Anders Thomas Jensen, Nikolaj Arcel","Aug 4, 2017  Wide","Oct 31, 2017",$50.7M,1h 35m,Sony Pictures Entertainment,,"Idris Elba,Matthew McConaughey,Tom Taylor,Claudia Kim,Fran Kranz,Jackie Earle Haley,Dennis Haysbert,Abbey Lee,Nicholas Hamilton,Katheryn Winnick,"
Kidnap,,,,,,,,,,,,,,,,,
Step,96,79,103,"1,000+",PG (Thematic Elements|Some Language),Documentary,English,Amanda Lipitz,"Steven Cantor, Amanda Lipitz",,"Aug 4, 2017  Limited","Oct 17, 2017",$973.7K,1h 23m,Fox Searchlight,,"Blessin Giraldo,Amanda Lipitz,Barbara Dobkin,Dan Cogan,Steven Cantor,Amanda Lipitz,Casey Regan,Penelope Falk,Laura Karpman,Raphael Saadiq,"
Wind River,87,90,253,"25,000+",R (Disturbing Images|A Rape|Language|Strong Violence),"Mystery & Thriller, Drama, Crime",English,Taylor Sheridan,"Peter Berg, Wayne L. Rogers, Matthew George, Basil Iwanyk, Elizabeth A. Bell",Taylor Sheridan,"Aug 18, 2017  Wide","Nov 14, 2017",$33.8M,1h 51m,Weinstein Co.,,"Jeremy Renner,Elizabeth Olsen,Gil Birmingham,Jon Bernthal,Julia Jones,Kelsey Asbille,James Jordan,Martin Sensmeier,Ian Bohen,Matthew Del Negro,"
Armed Response,0,18,12,100+,R (Strong Violence|Some Grisly Images|Language),"Mystery & Thriller, Action, Horror",English,John Stockwell,"Gene Simmons, Wesley Snipes",Matt Savelloni,,"Oct 10, 2017",,1h 33m,,,"Wesley Snipes,Anne Heche,Dave Annable,Gene Simmons,Seth Rollins,Anthony Azizi,Mo Gallini,Chelle Ramos,Eyas Younis,John West Jr.,"
Annabelle: Creation,71,67,189,"10,000+",R (Horror Violence and Terror),"Mystery & Thriller, Horror",English,David F. Sandberg,"Peter Safran, James Wan",Gary Dauberman,"Aug 11, 2017  Wide","Oct 24, 2017",$102.1M,1h 49m,Warner Bros. Pictures,,"Stephanie Sigman,Talitha Eliana Bateman,Lulu Wilson,Philippa Coulthard,Grace Fulton,Samara Lee,Tayler Buck,Anthony LaPaglia,Miranda Otto,Lou Lou Safran,"
The Glass Castle,52,70,165,"5,000+",PG-13 (Mature Thematic Content|Family Dysfunction|Smoking|Some Language),"Biography, Drama",English,Destin Daniel Cretton,"Gil Netter, Ken Kao","Destin Daniel Cretton, Andrew Lanham","Aug 11, 2017  Wide","Nov 7, 2017",$17.2M,2h 7m,Lionsgate Films,,"Brie Larson,Woody Harrelson,Max Greenfield,Sarah Snook,Naomi Watts,Brigette Lundy-Paine,Sadie Sink,Charlie Shotwell,Ella Anderson,Eden Grace Redfield,"
The Nut Job 2: Nutty by Nature,14,44,63,"5,000+",PG (Action and Some Rude Humor),"Kids & Family, Adventure, Animation, Comedy",English,Cal Brunker,"Harry Linden, Kim Jong-su, Lee Youngki, Jonghan Kim, Bob Barlen","Scott Bindley, Cal Brunker, Bob Barlen","Aug 11, 2017  Wide","Nov 14, 2017",$28.3M,1h 31m,Open Road,,"Will Arnett,Katherine Heigl,Maya Rudolph,Jackie Chan,Isabela Merced,Peter Stormare,Bobby Cannavale,Bobby Moynihan,Jeff Dunham,Gabriel Iglesias,"
Good Time,92,81,238,"5,000+",R (Language Throughout|Drug Use|Sexual Content|Violence),"Mystery & Thriller, Crime, Drama",English,"Joshua Safdie, Ben Safdie","Sebastian Bear-McClard, Oscar Boyson, Paris Kasidokostas Latsis, Jean-Luc De Fanti, Terry Dougas","Joshua Safdie, Ronald Bronstein","Aug 25, 2017  Wide","Nov 21, 2017",$2.0M,1h 41m,A24,,"Robert Pattinson,Jennifer Jason Leigh,Barkhad Abdi,Ben Safdie,Buddy Duress,Souléymane Sy Savané,Phil Cappadora,Rose Gregorio,Cliff Moylan,Jibril Goodman,"
Ingrid Goes West,86,71,197,"5,000+",R (Drug Use|Disturbing Behavior|Language Throughout|Some Sexual Content),"Drama, Comedy",English,Matt Spicer,"Jared Goldman, Tim White, Trevor White, Adam Mirels, Robert Mirels, Aubrey Plaza","Matt Spicer, David Branson Smith","Aug 25, 2017  Wide","Nov 7, 2017",$3.0M,1h 38m,Neon,,"Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Wyatt Russell,Billy Magnussen,Pom Klementieff,Hannah Pearl Utt,Angelica Amor,Matt Spicer,Matt Spicer,"
The Only Living Boy in New York,33,53,91,"1,000+",R (Some Drug Material|Language),"Romance, Drama",English,Marc Webb,"Albert Berger, Ron Yerxa",Allan Loeb,"Aug 11, 2017  Limited","Nov 21, 2017",$623.0K,1h 30m,"Roadside Attractions, Amazon Studios",,"Callum Turner,Jeff Bridges,Kate Beckinsale,Pierce Brosnan,Cynthia Nixon,Kiersey Clemons,Tate Donovan,Wallace Shawn,Anh Duong,Debi Mazar,"
The Hitman's Bodyguard,43,67,226,"25,000+",R (Strong Violence|Language Throughout),"Action, Comedy",English,Patrick Hughes,"John Thompson, Matthew O'Toole, Les Weldon, Mark Gill",Tom O'Connor,"Aug 18, 2017  Wide","Nov 21, 2017",$75.4M,1h 58m,Lionsgate Films,,"Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Salma Hayek,Elodie Yung,Joaquim de Almeida,Kirsty Mitchell,Richard E. Grant,Sam Hazeldine,Barry Atsma,"
Logan Lucky,92,76,285,"25,000+",PG-13 (Some Crude Comments|Language),"Crime, Drama, Comedy",English,Steven Soderbergh,"Gregory Jacobs, Mark Johnson, Channing Tatum, Reid Carolin",Jules Asner,"Aug 18, 2017  Wide","Nov 28, 2017",$27.8M,1h 59m,"Bleecker Street Media, Fingerprint Releasing",,"Channing Tatum,Adam Driver,Farrah Mackenzie,Riley Keough,Daniel Craig,Katie Holmes,Charles Halford,Seth MacFarlane,Jack Quaid,Brian Gleeson,"
Patti Cake$,85,78,172,"2,500+",R (Crude Sexual References|A Brief Nude Image|Language Throughout|Some Drug Use),"Drama, Music",English,Geremy Jasper,"Michael Gottwald, Noah Stahl, Rodrigo Teixeira, Dan Janvey, Daniela Taplin Lundberg, Chris Columbus",Geremy Jasper,"Aug 18, 2017  Limited","Nov 7, 2017",$774.5K,1h 48m,Fox Searchlight,,"Danielle Macdonald,Bridget Everett,Cathy Moriarty,Siddharth Dhananjay,Mamoudou Athie,Patrick Brana,Sahr Ngaujah,MC Lyte,McCaul Lombardi,Wass Stevens,"
Victor Crowley,,,,,,,,,,,,,,,,,
All Saints,95,73,20,"2,500+",PG (Thematic Elements),Drama,English,Steve Gomer,"Steve Gomer, Marc Bienstock, Martha Chang",Steve Armour,"Aug 25, 2017  Wide","Dec 12, 2017",$5.8M,1h 48m,Affirm Films,,"John Corbett,Cara Buono,Myles Moore,Barry Corbin,Nelson Lee,Angela Fox,Gregory Alan Williams,John Wise Win,Jenne Kang,David Keith,"
Entertainment Studios,,,,,,,,,,,,,,,,,
Beach Rats,85,57,106,"2,500+",R (Graphic Nudity|Drug Use|Language|Strong Sexual Content),"Lgbtq+, Drama",English,Eliza Hittman,"Brad Becker-Parton, Drew P. Houpt, Paul Mezey, Andrew Goldman",Eliza Hittman,"Aug 25, 2017  Limited","Nov 7, 2017",$472.4K,1h 37m,Neon,,"Harris Dickinson,Madeline Weinstein,Kate Hodge,Nicole Flyus,Anton Selyaninov,Frank Hakaj,David Ivanov,Harrison Sheehan,Erik Potempa,Neal Huff,"
Film Stars Don't Die in Liverpool,80,67,169,"1,000+",R (Language|Brief Nudity|Some Sexual Content),"History, Romance, Biography, Drama",English,Paul McGuigan,"Barbara Broccoli, Colin Vaines",Matt Greenhalgh,"Dec 29, 2017  Limited","Apr 24, 2018",$1.0M,1h 46m,Sony Pictures Classics,,"Annette Bening,Jamie Bell,Julie Walters,Kenneth Cranham,Vanessa Redgrave,Frances Barber,Leanne Best,Jodie McNee,Stephen Graham,Joanna Brookes,"
Tulip Fever,10,43,60,"5,000+",R (Sexual Content and Nudity),"Drama, History, Romance",English,Justin Chadwick,"Alison Owen, Harvey Weinstein","Tom Stoppard, Deborah Moggach","Sep 1, 2017  Wide","Nov 14, 2017",$2.4M,1h 47m,Weinstein Co.,,"Alicia Vikander,Dane DeHaan,Christoph Waltz,Holliday Grainger,Jack O'Connell,Zach Galifianakis,Tom Hollander,Matthew Morrison,Judi Dench,Cara Delevingne,"
Unlocked,,,,,,,,,,,,,,,,,
It,86,84,386,"50,000+",R (Language|Bloody Images|Violence/Horror),"Mystery & Thriller, Horror",English,Andy Muschietti,"Roy Lee, Dan Lin, Seth Grahame-Smith, David Katzenberg, Barbara Muschietti","Chase Palmer, Cary Joji Fukunaga, Gary Dauberman","Sep 8, 2017  Wide","Jan 9, 2018",$327.5M,2h 15m,Warner Bros. Pictures,,"Jaeden Martell,Jeremy Ray Taylor,Sophia Lillis,Finn Wolfhard,Chosen Jacobs,Jack Dylan Grazer,Wyatt Oleff,Bill Skarsgård,Nicholas Hamilton,Jake Sim,"
Home Again,32,44,139,"5,000+",PG-13 (Some Thematic Material|Some Sexual Material),"Romance, Comedy",English,Hallie Meyers-Shyer,"Nancy Meyers, Erika Olde",Hallie Meyers-Shyer,"Sep 8, 2017  Wide","Dec 12, 2017",$27.0M,1h 37m,Open Road,,"Reese Witherspoon,Pico Alexander,Nat Wolff,Jonathan Rudnitsky,Michael Sheen,Candice Bergen,Lake Bell,Eden Grace Redfield,Reid Scott,P.J. Byrne,"
9/11,20,42,10,500+,R (Language),Drama,English,Martin Guigui,"Martin Sprock, Dahlia Waingort Guigui, Warren Ostergard",Martin Guigui,"Sep 8, 2017  Wide","Jan 16, 2018",$172.0K,1h 30m,Atlas Distribution Company,,"Charlie Sheen,Whoopi Goldberg,Gina Gershon,Luis Guzmán,Wood Harris,Olga Fonda,Jacqueline Bisset,Bruce Davison,Billy Malone,Faune Chambers Watkins,"
The Good Catholic,43,81,14,100+,PG-13 (A Sexual Reference|Language),"Romance, Drama",English,Paul Shoulberg,"Zachary Spicer, Graham Sheldon, John Robert Armstrong",Paul Shoulberg,"Sep 8, 2017  Limited","Sep 8, 2017",,1h 36m,Broad Green Pictures,,"Zachary Spicer,Wrenn Schmidt,Danny Glover,John C. McGinley,Alessandro Miro,Chandra Lee Mann,Paul Shoulberg,Paul Shoulberg,Zachary Spicer,Graham Sheldon,"
Gun Shy,0,40,11,100+,R (Some Sexual Content/Nudity|Language|Drug Material),"Action, Comedy",English,Simon West,"Jib Polhemus, Harry Stourton, Simon West","Toby Davies, Mark Haskell Smith","Sep 8, 2017  Limited","Nov 7, 2017",,1h 26m,Saban Films,,"Antonio Banderas,Olga Kurylenko,Ben Cura,Mark Valley,Aisling Loftus,David Mitchell,Ellie Goffe,Jesse Johnson,Simon West,Toby Davies,"
Fallen,,98,3,100+,,Documentary,English,Thomas Marchese,"Thomas Marchese, Brenda Strong, John Farmanesh-Bocca, Wuthipong Tantaksinanukij, Eloa Escalante",Thomas Marchese,"Sep 8, 2017  Limited","Sep 8, 2017",,1h 15m,Gravitas Ventures,,"Michael Chiklis,Thomas Marchese,Thomas Marchese,Thomas Marchese,Brenda Strong,John Farmanesh-Bocca,Wuthipong Tantaksinanukij,Eloa Escalante,Lewis Blanchard,Paul Gallus,"
American Assassin,34,60,181,"10,000+",R (Language|Brief Nudity|Some Torture|Strong Violence Throughout),"Action, Mystery & Thriller",English,Michael Cuesta,"Lorenzo di Bonaventura, Nick Wechsler","Stephen Schiff, Michael Finch, Edward Zwick, Marshall Herskovitz","Sep 15, 2017  Wide","Dec 5, 2017",$36.2M,1h 51m,"Lionsgate Films, CBS Films",,"Dylan O'Brien,Michael Keaton,Sanaa Lathan,David Suchet,Navid Negahban,Scott Adkins,Taylor Kitsch,Shiva Negar,Charlotte Vega,Joseph Long,"
Mother!,,,,,,,,,,,,,,,,,
Brad's Status,79,55,175,"2,500+",R (Language),"Drama, Comedy",English,Mike White,"Dede Gardner, Jeremy Kleiner, David Bernad, Sidney Kimmel",Mike White,"Sep 22, 2017  Wide","Jan 2, 2018",$2.1M,1h 42m,"Amazon Studios, Annapurna Pictures",,"Ben Stiller,Michael Sheen,Jenna Fischer,Luke Wilson,Jemaine Clement,Austin Abrams,Shazi Raja,Mike White,Kenny Wong,Mike White,"
Kingsman: The Golden Circle,51,64,308,"25,000+",R (Language Throughout|Drug Content|Sequences of Strong Violence|Some Sexual Material),"Action, Adventure, Comedy",English,Matthew Vaughn,"Matthew Vaughn, David Reid, Adam Bohling","Jane Goldman, Matthew Vaughn","Sep 22, 2017  Wide","Sep 5, 2017",$100.2M,2h 21m,20th Century Fox,,"Colin Firth,Julianne Moore,Taron Egerton,Mark Strong,Halle Berry,Channing Tatum,Jeff Bridges,Pedro Pascal,Edward Holcroft,Hanna Alström,"
The Lego Ninjago Movie,,,,,,,,,,,,,,,,,
Stronger,90,80,196,"10,000+",R (Language Throughout|Brief Sexuality/Nudity|Some Graphic Injury Images),"Biography, Drama",English,David Gordon Green,"Todd Lieberman, David Hoberman, Jake Gyllenhaal, Michel Litvak, Scott Silver",John Pollono,"Sep 22, 2017  Wide","Dec 19, 2017",$4.2M,1h 59m,"Roadside Attractions, Lionsgate Films",,"Jake Gyllenhaal,Tatiana Maslany,Miranda Richardson,Clancy Brown,Lenny Clarke,Carlos Sanz,Frankie Shaw,Danny McCarthy,David Gordon Green,John Pollono,"
Battle of the Sexes,84,71,318,"10,000+",PG-13 (Some Sexual Content|Partial Nudity),"Drama, Comedy",English,"Valerie Faris, Jonathan Dayton","Christian Colson, Danny Boyle, Robert Graf",Simon Beaufoy,"Sep 29, 2017  Wide","Dec 19, 2017",$12.6M,2h 1m,Fox Searchlight,,"Emma Stone,Steve Carell,Andrea Riseborough,Natalie Morales,Sarah Silverman,Bill Pullman,Alan Cumming,Elisabeth Shue,Eric Christian Olsen,Fred Armisen,"
Woodshock,26,24,57,"1,000+",R (Language|Drug Use|A Scene of Violence),Drama,English,"Kate Mulleavy, Laura Mulleavy","Ben LeClair, K.K. Barrett, Ken Kao, Michael Costigan","Kate Mulleavy, Laura Mulleavy","Sep 22, 2017  Limited","Nov 21, 2017",$41.1K,1h 41m,A24,,"Kirsten Dunst,Pilou Asbæk,Joe Cole,Jack Kilmer,Steph DuVall,Susan Traylor,Michael Pavlicek,Joel McCoy,Kate Mulleavy,Laura Mulleavy,"
Victoria & Abdul,66,68,199,"5,000+",PG-13 (Some Thematic Elements|Language),"Biography, History, Drama",English,Stephen Frears,"Tim Bevan, Eric Fellner, Beeban Kidron, Tracey Seaward",Lee Hall,"Oct 6, 2017  Wide","Dec 19, 2017",$22.2M,1h 50m,Focus Features,,"Judi Dench,Ali Fazal,Michael Gambon,Olivia Williams,Eddie Izzard,Simon Callow,Tim Pigott-Smith,Adeel Akhtar,Fenella Woolgar,Julian Wadham,"
(Romance) in the Digital Age,,,,,,,,,,,,,,,,,
Jeepers Creepers 3,17,31,6,"2,500+",,"Mystery & Thriller, Action, Horror",English,Victor Salva,"Michael Ohoven, Jake Seal, Victor Salva",Victor Salva,"Sep 26, 2017  Limited","Dec 26, 2017",,1h 40m,Screen Media Films,,"Jonathan Breck,Stan Shaw,Gina Philips,Chester Rushing,Gabrielle Haugh,Meg Foster,Brandon Smith,Michael Sirow,Victor Salva,Victor Salva,"
American Made,86,78,271,"25,000+",R (Some Sexuality/Nudity|Language Throughout),"Adventure, Comedy, Drama",English,Doug Liman,"Brian Grazer, Brian Oliver, Doug Davison, Kim Roth, Ray Angelic, Tyler Thompson",Gary Spinelli,"Sep 29, 2017  Wide","Dec 19, 2017",$51.3M,1h 55m,Universal Pictures,,"Tom Cruise,Domhnall Gleeson,Sarah Wright,Jesse Plemons,Caleb Landry Jones,Jayma Mays,Lola Kirke,E. Roger Mitchell,Alejandro Edda,Benito Martinez,"
Flatliners,4,32,77,"10,000+",PG-13 (Sexual Content|Language|Some Drug References|Thematic Material|Violence and Terror),"Mystery & Thriller, Sci-Fi",English,Niels Arden Oplev,"Laurence Mark, Michael Douglas, Peter Safran",Ben Ripley,"Sep 29, 2017  Wide","Dec 19, 2017",$16.9M,1h 48m,Sony Pictures Entertainment,,"Elliot Page,Diego Luna,Nina Dobrev,James Norton,Kiersey Clemons,Kiefer Sutherland,Madison Brydges,Jacob Soley,Anna Arden,Miguel Anthony,"
Mark Felt: The Man Who Brought Down the White House,36,40,115,"1,000+",PG-13 (Some Language),"Biography, History, Drama",English,Peter Landesman,"Ridley Scott, Giannina Facio, Marc Butan, Anthony Katagas, Peter Landesman, Steve Richards, Jay Roach",Peter Landesman,"Sep 29, 2017  Limited","Jan 9, 2018",$767.9K,1h 43m,Sony Pictures Classics,,"Liam Neeson,Diane Lane,Marton Csokas,Ike Barinholtz,Tony Goldwyn,Bruce Greenwood,Michael C. Hall,Brian d'Arcy James,Josh Lucas,Eddie Marsan,"
Blade Runner 2049,88,81,442,"50,000+",R (Nudity|Language|Some Sexuality|Violence),"Mystery & Thriller, Sci-Fi",English,Denis Villeneuve,"Andrew A. Kosove, Broderick Johnson, Bud Yorkin, Cynthia Sikes Yorkin","Hampton Fancher, Michael Green","Oct 6, 2017  Wide","Jan 16, 2018",$91.5M,2h 44m,Warner Bros. Pictures,,"Ryan Gosling,Harrison Ford,Ana de Armas,Sylvia Hoeks,Robin Wright,Jared Leto,Mackenzie Davis,Carla Juri,Lennie James,Dave Bautista,"
The Mountain Between Us,39,47,175,"10,000+",PG-13 (Brief Strong Language|A Scene of Sexuality|Injury Images|Peril),"Romance, Adventure, Drama",English,Hany Abu-Assad,"Peter Chernin, Jenno Topping, David Ready","Chris Weitz, J. Mills Goodloe","Oct 6, 2017  Wide","Dec 26, 2017",$30.3M,1h 44m,20th Century Fox,,"Kate Winslet,Idris Elba,Beau Bridges,Dermot Mulroney,Linda Sorensen,Vincent Gale,Marci T. House,Dania Nassar,Lee Majdoub,Andres Joseph,"
My Little Pony: The Movie,47,77,66,"5,000+",PG (Mild Action),"Animation, Fantasy, Kids & Family, Adventure, Comedy",English,Jayson Thiessen,"Brian Goldner, Stephen Davis, Marcia Gwendolyn Jones, Haven Alexander","Meghan McCarthy, Rita Hsiao, Michael Vogel","Oct 6, 2017  Wide","Jan 9, 2018",$21.8M,1h 39m,Lionsgate Films,,"Emily Blunt,Kristin Chenoweth,Liev Schreiber,Michael Peña,Sia,Taye Diggs,Uzo Aduba,Zoe Saldana,Ashleigh Ball,Andrea Libman,"
The Florida Project,96,80,315,"10,000+",R (Language Throughout|Disturbing Behavior|Sexual References|Some Drug Material),Drama,English,Sean Baker,"Sean Baker, Chris Bergoch, Shih-Ching Tsou, Andrew Duncan, Alex Saks, Kevin Chinoy, Francesca Silvestri","Sean Baker, Chris Bergoch","Oct 6, 2017  Limited","Feb 20, 2018",$5.8M,1h 55m,A24,,"Willem Dafoe,Brooklynn Prince,Bria Vinaite,Valeria Cotto,Christopher Rivera,Caleb Landry Jones,Macon Blair,Karren Karagulian,Sandy Kane,Sean Baker,"
Brawl in Cell Block 99,91,74,95,"5,000+",,"Action, Mystery & Thriller",English,S. Craig Zahler,"Dallas Sonnier, Jack Heller",S. Craig Zahler,"Oct 6, 2017  Limited","Dec 26, 2017",,2h 12m,RLJE Films,,
